print_serial,design,print_location,hardware,layout,material,color,feature_category,feature_class,feature_id,feature_category_class,material_color,part_id,print_x_mm,print_y_mm,CAD_mm,measure_mm,DFT_mm,print_dist_from_origin_mm,thermal_cure
KR70035C,bracket,7,1,1,EPX,black,center,dist_length,bracket_dist_mm_c,center_dist_length,EPX_black,KR70035C_7,42,48,15,14.96988063,-0.030119373,63.78087488,TRUE
KR70035C,bracket,7,1,1,EPX,black,height,height,bracket_height_mm,height_height,EPX_black,KR70035C_7,42,48,8,7.644579345,-0.355420655,63.78087488,TRUE
KR70035C,bracket,7,1,1,EPX,black,inner,dia,bracket_inner_dia_mm_a,inner_dia,EPX_black,KR70035C_7,42,48,2.5,2.404392786,-0.095607214,63.78087488,TRUE
KR70035C,bracket,7,1,1,EPX,black,inner,length,bracket_inner_length_mm_b,inner_length,EPX_black,KR70035C_7,42,48,15,14.92823855,-0.071761455,63.78087488,TRUE
KR70035C,bracket,7,1,1,EPX,black,outer,thick,bracket_thick_mm_a,outer_thick,EPX_black,KR70035C_7,42,48,2,1.995835033,-0.004164967,63.78087488,TRUE
KR70035C,bracket,8,1,1,EPX,black,center,dist_length,bracket_dist_mm_c,center_dist_length,EPX_black,KR70035C_8,63,48,15,14.94328985,-0.056710147,79.20227269,TRUE
KR70035C,bracket,8,1,1,EPX,black,height,height,bracket_height_mm,height_height,EPX_black,KR70035C_8,63,48,8,7.647961279,-0.352038721,79.20227269,TRUE
KR70035C,bracket,8,1,1,EPX,black,inner,dia,bracket_inner_dia_mm_a,inner_dia,EPX_black,KR70035C_8,63,48,2.5,2.417742728,-0.082257272,79.20227269,TRUE
KR70035C,bracket,8,1,1,EPX,black,inner,length,bracket_inner_length_mm_b,inner_length,EPX_black,KR70035C_8,63,48,15,14.91803673,-0.081963275,79.20227269,TRUE
KR70035C,bracket,8,1,1,EPX,black,outer,thick,bracket_thick_mm_a,outer_thick,EPX_black,KR70035C_8,63,48,2,1.992331073,-0.007668927,79.20227269,TRUE
KR70035C,bracket,9,1,1,EPX,black,center,dist_length,bracket_dist_mm_c,center_dist_length,EPX_black,KR70035C_9,84,48,15,14.89764464,-0.102355363,96.74709298,TRUE
KR70035C,bracket,9,1,1,EPX,black,height,height,bracket_height_mm,height_height,EPX_black,KR70035C_9,84,48,8,7.681376263,-0.318623737,96.74709298,TRUE
KR70035C,bracket,9,1,1,EPX,black,inner,dia,bracket_inner_dia_mm_a,inner_dia,EPX_black,KR70035C_9,84,48,2.5,2.321482722,-0.178517278,96.74709298,TRUE
KR70035C,bracket,9,1,1,EPX,black,inner,length,bracket_inner_length_mm_b,inner_length,EPX_black,KR70035C_9,84,48,15,14.89728743,-0.10271257,96.74709298,TRUE
KR70035C,bracket,9,1,1,EPX,black,outer,thick,bracket_thick_mm_a,outer_thick,EPX_black,KR70035C_9,84,48,2,2.030981861,0.030981861,96.74709298,TRUE
KR70035C,bracket,16,1,1,EPX,black,center,dist_length,bracket_dist_mm_c,center_dist_length,EPX_black,KR70035C_16,42,24,15,14.92031918,-0.079680823,48.37354649,TRUE
KR70035C,bracket,16,1,1,EPX,black,height,height,bracket_height_mm,height_height,EPX_black,KR70035C_16,42,24,8,7.611114734,-0.388885266,48.37354649,TRUE
KR70035C,bracket,16,1,1,EPX,black,inner,dia,bracket_inner_dia_mm_a,inner_dia,EPX_black,KR70035C_16,42,24,2.5,2.425471624,-0.074528376,48.37354649,TRUE
KR70035C,bracket,16,1,1,EPX,black,inner,length,bracket_inner_length_mm_b,inner_length,EPX_black,KR70035C_16,42,24,15,14.95676736,-0.04323264,48.37354649,TRUE
KR70035C,bracket,16,1,1,EPX,black,outer,thick,bracket_thick_mm_a,outer_thick,EPX_black,KR70035C_16,42,24,2,1.964212791,-0.035787209,48.37354649,TRUE
KR70035C,bracket,17,1,1,EPX,black,center,dist_length,bracket_dist_mm_c,center_dist_length,EPX_black,KR70035C_17,63,24,15,14.96629441,-0.033705593,67.41661516,TRUE
KR70035C,bracket,17,1,1,EPX,black,height,height,bracket_height_mm,height_height,EPX_black,KR70035C_17,63,24,8,7.598823978,-0.401176022,67.41661516,TRUE
KR70035C,bracket,17,1,1,EPX,black,inner,dia,bracket_inner_dia_mm_a,inner_dia,EPX_black,KR70035C_17,63,24,2.5,2.395258602,-0.104741398,67.41661516,TRUE
KR70035C,bracket,17,1,1,EPX,black,inner,length,bracket_inner_length_mm_b,inner_length,EPX_black,KR70035C_17,63,24,15,14.93318671,-0.066813295,67.41661516,TRUE
KR70035C,bracket,17,1,1,EPX,black,outer,thick,bracket_thick_mm_a,outer_thick,EPX_black,KR70035C_17,63,24,2,2.013404678,0.013404678,67.41661516,TRUE
KR70035C,bracket,18,1,1,EPX,black,center,dist_length,bracket_dist_mm_c,center_dist_length,EPX_black,KR70035C_18,84,24,15,14.92385152,-0.076148477,87.36131867,TRUE
KR70035C,bracket,18,1,1,EPX,black,height,height,bracket_height_mm,height_height,EPX_black,KR70035C_18,84,24,8,7.654995918,-0.345004082,87.36131867,TRUE
KR70035C,bracket,18,1,1,EPX,black,inner,dia,bracket_inner_dia_mm_a,inner_dia,EPX_black,KR70035C_18,84,24,2.5,2.421958485,-0.078041515,87.36131867,TRUE
KR70035C,bracket,18,1,1,EPX,black,inner,length,bracket_inner_length_mm_b,inner_length,EPX_black,KR70035C_18,84,24,15,14.92180702,-0.078192977,87.36131867,TRUE
KR70035C,bracket,18,1,1,EPX,black,outer,thick,bracket_thick_mm_a,outer_thick,EPX_black,KR70035C_18,84,24,2,2.053814161,0.053814161,87.36131867,TRUE
KR70035C,bracket,25,1,1,EPX,black,center,dist_length,bracket_dist_mm_c,center_dist_length,EPX_black,KR70035C_25,42,0,15,14.93692911,-0.063070893,42,TRUE
KR70035C,bracket,25,1,1,EPX,black,height,height,bracket_height_mm,height_height,EPX_black,KR70035C_25,42,0,8,7.619868644,-0.380131356,42,TRUE
KR70035C,bracket,25,1,1,EPX,black,inner,dia,bracket_inner_dia_mm_a,inner_dia,EPX_black,KR70035C_25,42,0,2.5,2.412121683,-0.087878317,42,TRUE
KR70035C,bracket,25,1,1,EPX,black,inner,length,bracket_inner_length_mm_b,inner_length,EPX_black,KR70035C_25,42,0,15,14.96713672,-0.032863278,42,TRUE
KR70035C,bracket,25,1,1,EPX,black,outer,thick,bracket_thick_mm_a,outer_thick,EPX_black,KR70035C_25,42,0,2,1.943131783,-0.056868217,42,TRUE
KR70035C,bracket,26,1,1,EPX,black,center,dist_length,bracket_dist_mm_c,center_dist_length,EPX_black,KR70035C_26,63,0,15,14.942445,-0.057555003,63,TRUE
KR70035C,bracket,26,1,1,EPX,black,height,height,bracket_height_mm,height_height,EPX_black,KR70035C_26,63,0,8,7.647977798,-0.352022202,63,TRUE
KR70035C,bracket,26,1,1,EPX,black,inner,dia,bracket_inner_dia_mm_a,inner_dia,EPX_black,KR70035C_26,63,0,2.5,2.456387265,-0.043612735,63,TRUE
KR70035C,bracket,26,1,1,EPX,black,inner,length,bracket_inner_length_mm_b,inner_length,EPX_black,KR70035C_26,63,0,15,14.94135681,-0.05864319,63,TRUE
KR70035C,bracket,26,1,1,EPX,black,outer,thick,bracket_thick_mm_a,outer_thick,EPX_black,KR70035C_26,63,0,2,1.992335286,-0.007664714,63,TRUE
KR70035C,bracket,27,1,1,EPX,black,center,dist_length,bracket_dist_mm_c,center_dist_length,EPX_black,KR70035C_27,84,0,15,14.95743921,-0.04256079,84,TRUE
KR70035C,bracket,27,1,1,EPX,black,height,height,bracket_height_mm,height_height,EPX_black,KR70035C_27,84,0,8,7.658497104,-0.341502896,84,TRUE
KR70035C,bracket,27,1,1,EPX,black,inner,dia,bracket_inner_dia_mm_a,inner_dia,EPX_black,KR70035C_27,84,0,2.5,2.335535281,-0.164464719,84,TRUE
KR70035C,bracket,27,1,1,EPX,black,inner,length,bracket_inner_length_mm_b,inner_length,EPX_black,KR70035C_27,84,0,15,14.88843718,-0.111562818,84,TRUE
KR70035C,bracket,27,1,1,EPX,black,outer,thick,bracket_thick_mm_a,outer_thick,EPX_black,KR70035C_27,84,0,2,2.067882298,0.067882298,84,TRUE
KR70035C,bracket,34,1,1,EPX,black,center,dist_length,bracket_dist_mm_c,center_dist_length,EPX_black,KR70035C_34,42,-24,15,14.94568762,-0.054312383,48.37354649,TRUE
KR70035C,bracket,34,1,1,EPX,black,height,height,bracket_height_mm,height_height,EPX_black,KR70035C_34,42,-24,8,7.623366084,-0.376633916,48.37354649,TRUE
KR70035C,bracket,34,1,1,EPX,black,inner,dia,bracket_inner_dia_mm_a,inner_dia,EPX_black,KR70035C_34,42,-24,2.5,2.40017703,-0.09982297,48.37354649,TRUE
KR70035C,bracket,34,1,1,EPX,black,inner,length,bracket_inner_length_mm_b,inner_length,EPX_black,KR70035C_34,42,-24,15,14.93461341,-0.065386593,48.37354649,TRUE
KR70035C,bracket,34,1,1,EPX,black,outer,thick,bracket_thick_mm_a,outer_thick,EPX_black,KR70035C_34,42,-24,2,1.951916535,-0.048083465,48.37354649,TRUE
KR70035C,bracket,35,1,1,EPX,black,center,dist_length,bracket_dist_mm_c,center_dist_length,EPX_black,KR70035C_35,63,-24,15,14.92434427,-0.075655727,67.41661516,TRUE
KR70035C,bracket,35,1,1,EPX,black,height,height,bracket_height_mm,height_height,EPX_black,KR70035C_35,63,-24,8,7.637523291,-0.362476709,67.41661516,TRUE
KR70035C,bracket,35,1,1,EPX,black,inner,dia,bracket_inner_dia_mm_a,inner_dia,EPX_black,KR70035C_35,63,-24,2.5,2.402987606,-0.097012394,67.41661516,TRUE
KR70035C,bracket,35,1,1,EPX,black,inner,length,bracket_inner_length_mm_b,inner_length,EPX_black,KR70035C_35,63,-24,15,14.92003416,-0.079965838,67.41661516,TRUE
KR70035C,bracket,35,1,1,EPX,black,outer,thick,bracket_thick_mm_a,outer_thick,EPX_black,KR70035C_35,63,-24,2,1.990568349,-0.009431651,67.41661516,TRUE
KR70035C,bracket,36,1,1,EPX,black,center,dist_length,bracket_dist_mm_c,center_dist_length,EPX_black,KR70035C_36,84,-24,15,14.96648889,-0.033511113,87.36131867,TRUE
KR70035C,bracket,36,1,1,EPX,black,height,height,bracket_height_mm,height_height,EPX_black,KR70035C_36,84,-24,8,7.630386082,-0.369613918,87.36131867,TRUE
KR70035C,bracket,36,1,1,EPX,black,inner,dia,bracket_inner_dia_mm_a,inner_dia,EPX_black,KR70035C_36,84,-24,2.5,2.399474359,-0.100525641,87.36131867,TRUE
KR70035C,bracket,36,1,1,EPX,black,inner,length,bracket_inner_length_mm_b,inner_length,EPX_black,KR70035C_36,84,-24,15,14.81589865,-0.184101348,87.36131867,TRUE
KR70035C,bracket,36,1,1,EPX,black,outer,thick,bracket_thick_mm_a,outer_thick,EPX_black,KR70035C_36,84,-24,2,2.030975204,0.030975204,87.36131867,TRUE
KR70035C,bracket,43,1,1,EPX,black,center,dist_length,bracket_dist_mm_c,center_dist_length,EPX_black,KR70035C_43,42,-48,15,14.93123951,-0.06876049,63.78087488,TRUE
KR70035C,bracket,43,1,1,EPX,black,height,height,bracket_height_mm,height_height,EPX_black,KR70035C_43,42,-48,8,7.546124917,-0.453875083,63.78087488,TRUE
KR70035C,bracket,43,1,1,EPX,black,inner,dia,bracket_inner_dia_mm_a,inner_dia,EPX_black,KR70035C_43,42,-48,2.5,2.386827088,-0.113172912,63.78087488,TRUE
KR70035C,bracket,43,1,1,EPX,black,inner,length,bracket_inner_length_mm_b,inner_length,EPX_black,KR70035C_43,42,-48,15,14.87032256,-0.129677443,63.78087488,TRUE
KR70035C,bracket,43,1,1,EPX,black,outer,thick,bracket_thick_mm_a,outer_thick,EPX_black,KR70035C_43,42,-48,2,2.055581994,0.055581994,63.78087488,TRUE
KR70035C,bracket,44,1,1,EPX,black,center,dist_length,bracket_dist_mm_c,center_dist_length,EPX_black,KR70035C_44,63,-48,15,14.83758998,-0.162410017,79.20227269,TRUE
KR70035C,bracket,44,1,1,EPX,black,height,height,bracket_height_mm,height_height,EPX_black,KR70035C_44,63,-48,8,7.63241924,-0.36758076,79.20227269,TRUE
KR70035C,bracket,44,1,1,EPX,black,inner,dia,bracket_inner_dia_mm_a,inner_dia,EPX_black,KR70035C_44,63,-48,2.5,2.290567082,-0.209432918,79.20227269,TRUE
KR70035C,bracket,44,1,1,EPX,black,inner,length,bracket_inner_length_mm_b,inner_length,EPX_black,KR70035C_44,63,-48,15,14.8438843,-0.156115702,79.20227269,TRUE
KR70035C,bracket,44,1,1,EPX,black,outer,thick,bracket_thick_mm_a,outer_thick,EPX_black,KR70035C_44,63,-48,2,2.090729654,0.090729654,79.20227269,TRUE
KR70035C,bracket,45,1,1,EPX,black,center,dist_length,bracket_dist_mm_c,center_dist_length,EPX_black,KR70035C_45,84,-48,15,14.93086014,-0.069139857,96.74709298,TRUE
KR70035C,bracket,45,1,1,EPX,black,height,height,bracket_height_mm,height_height,EPX_black,KR70035C_45,84,-48,8,7.683297986,-0.316702014,96.74709298,TRUE
KR70035C,bracket,45,1,1,EPX,black,inner,dia,bracket_inner_dia_mm_a,inner_dia,EPX_black,KR70035C_45,84,-48,2.5,2.341156272,-0.158843728,96.74709298,TRUE
KR70035C,bracket,45,1,1,EPX,black,inner,length,bracket_inner_length_mm_b,inner_length,EPX_black,KR70035C_45,84,-48,15,14.86861706,-0.131382942,96.74709298,TRUE
KR70035C,bracket,45,1,1,EPX,black,outer,thick,bracket_thick_mm_a,outer_thick,EPX_black,KR70035C_45,84,-48,2,2.147080094,0.147080094,96.74709298,TRUE
KR70035C,clip,1,1,1,EPX,black,height,height,clip_height_mm,height_height,EPX_black,KR70035C_1,-84,48,8,7.817275479,-0.182724521,96.74709298,TRUE
KR70035C,clip,1,1,1,EPX,black,inner,length,clip_inner_length_mm_c,inner_length,EPX_black,KR70035C_1,-84,48,6.3,6.251686693,-0.048313307,96.74709298,TRUE
KR70035C,clip,1,1,1,EPX,black,outer,dia,clip_outer_dia_mm_c,outer_dia,EPX_black,KR70035C_1,-84,48,4,3.953687392,-0.046312608,96.74709298,TRUE
KR70035C,clip,1,1,1,EPX,black,outer,thick,clip_thick_mm_a,outer_thick,EPX_black,KR70035C_1,-84,48,1,0.968118428,-0.031881572,96.74709298,TRUE
KR70035C,clip,1,1,1,EPX,black,outer,thick,clip_thick_mm_b,outer_thick,EPX_black,KR70035C_1,-84,48,6,5.988021501,-0.011978499,96.74709298,TRUE
KR70035C,clip,2,1,1,EPX,black,height,height,clip_height_mm,height_height,EPX_black,KR70035C_2,-63,48,8,7.802590908,-0.197409092,79.20227269,TRUE
KR70035C,clip,2,1,1,EPX,black,inner,length,clip_inner_length_mm_c,inner_length,EPX_black,KR70035C_2,-63,48,6.3,6.259840725,-0.040159275,79.20227269,TRUE
KR70035C,clip,2,1,1,EPX,black,outer,dia,clip_outer_dia_mm_c,outer_dia,EPX_black,KR70035C_2,-63,48,4,3.973360996,-0.026639004,79.20227269,TRUE
KR70035C,clip,2,1,1,EPX,black,outer,thick,clip_thick_mm_a,outer_thick,EPX_black,KR70035C_2,-63,48,1,0.950563851,-0.049436149,79.20227269,TRUE
KR70035C,clip,2,1,1,EPX,black,outer,thick,clip_thick_mm_b,outer_thick,EPX_black,KR70035C_2,-63,48,6,5.937046559,-0.062953441,79.20227269,TRUE
KR70035C,clip,3,1,1,EPX,black,height,height,clip_height_mm,height_height,EPX_black,KR70035C_3,-42,48,8,7.776494493,-0.223505507,63.78087488,TRUE
KR70035C,clip,3,1,1,EPX,black,inner,length,clip_inner_length_mm_c,inner_length,EPX_black,KR70035C_3,-42,48,6.3,6.206121336,-0.093878664,63.78087488,TRUE
KR70035C,clip,3,1,1,EPX,black,outer,dia,clip_outer_dia_mm_c,outer_dia,EPX_black,KR70035C_3,-42,48,4,3.952984721,-0.047015279,63.78087488,TRUE
KR70035C,clip,3,1,1,EPX,black,outer,thick,clip_thick_mm_a,outer_thick,EPX_black,KR70035C_3,-42,48,1,0.969898996,-0.030101004,63.78087488,TRUE
KR70035C,clip,3,1,1,EPX,black,outer,thick,clip_thick_mm_b,outer_thick,EPX_black,KR70035C_3,-42,48,6,5.959831461,-0.040168539,63.78087488,TRUE
KR70035C,clip,10,1,1,EPX,black,height,height,clip_height_mm,height_height,EPX_black,KR70035C_10,-84,24,8,7.806462335,-0.193537665,87.36131867,TRUE
KR70035C,clip,10,1,1,EPX,black,inner,length,clip_inner_length_mm_c,inner_length,EPX_black,KR70035C_10,-84,24,6.3,6.259200968,-0.040799032,87.36131867,TRUE
KR70035C,clip,10,1,1,EPX,black,outer,dia,clip_outer_dia_mm_c,outer_dia,EPX_black,KR70035C_10,-84,24,4,3.980387275,-0.019612725,87.36131867,TRUE
KR70035C,clip,10,1,1,EPX,black,outer,thick,clip_thick_mm_a,outer_thick,EPX_black,KR70035C_10,-84,24,1,0.978668082,-0.021331918,87.36131867,TRUE
KR70035C,clip,10,1,1,EPX,black,outer,thick,clip_thick_mm_b,outer_thick,EPX_black,KR70035C_10,-84,24,6,5.993225657,-0.006774343,87.36131867,TRUE
KR70035C,clip,11,1,1,EPX,black,height,height,clip_height_mm,height_height,EPX_black,KR70035C_11,-63,24,8,7.744714669,-0.255285331,67.41661516,TRUE
KR70035C,clip,11,1,1,EPX,black,inner,length,clip_inner_length_mm_c,inner_length,EPX_black,KR70035C_11,-63,24,6.3,6.264732035,-0.035267965,67.41661516,TRUE
KR70035C,clip,11,1,1,EPX,black,outer,dia,clip_outer_dia_mm_c,outer_dia,EPX_black,KR70035C_11,-63,24,4,3.98249518,-0.01750482,67.41661516,TRUE
KR70035C,clip,11,1,1,EPX,black,outer,thick,clip_thick_mm_a,outer_thick,EPX_black,KR70035C_11,-63,24,1,0.959342774,-0.040657226,67.41661516,TRUE
KR70035C,clip,11,1,1,EPX,black,outer,thick,clip_thick_mm_b,outer_thick,EPX_black,KR70035C_11,-63,24,6,5.935351829,-0.064648171,67.41661516,TRUE
KR70035C,clip,12,1,1,EPX,black,height,height,clip_height_mm,height_height,EPX_black,KR70035C_12,-42,24,8,7.7288963,-0.2711037,48.37354649,TRUE
KR70035C,clip,12,1,1,EPX,black,inner,length,clip_inner_length_mm_c,inner_length,EPX_black,KR70035C_12,-42,24,6.3,6.26611516,-0.03388484,48.37354649,TRUE
KR70035C,clip,12,1,1,EPX,black,outer,dia,clip_outer_dia_mm_c,outer_dia,EPX_black,KR70035C_12,-42,24,4,3.910827045,-0.089172955,48.37354649,TRUE
KR70035C,clip,12,1,1,EPX,black,outer,thick,clip_thick_mm_a,outer_thick,EPX_black,KR70035C_12,-42,24,1,0.936512158,-0.063487842,48.37354649,TRUE
KR70035C,clip,12,1,1,EPX,black,outer,thick,clip_thick_mm_b,outer_thick,EPX_black,KR70035C_12,-42,24,6,5.968646997,-0.031353003,48.37354649,TRUE
KR70035C,clip,19,1,1,EPX,black,height,height,clip_height_mm,height_height,EPX_black,KR70035C_19,-84,0,8,7.736034641,-0.263965359,84,TRUE
KR70035C,clip,19,1,1,EPX,black,inner,length,clip_inner_length_mm_c,inner_length,EPX_black,KR70035C_19,-84,0,6.3,6.215126531,-0.084873469,84,TRUE
KR70035C,clip,19,1,1,EPX,black,outer,dia,clip_outer_dia_mm_c,outer_dia,EPX_black,KR70035C_19,-84,0,4,4.021139717,0.021139717,84,TRUE
KR70035C,clip,19,1,1,EPX,black,outer,thick,clip_thick_mm_a,outer_thick,EPX_black,KR70035C_19,-84,0,1,0.964641742,-0.035358258,84,TRUE
KR70035C,clip,19,1,1,EPX,black,outer,thick,clip_thick_mm_b,outer_thick,EPX_black,KR70035C_19,-84,0,6,6.009140031,0.009140031,84,TRUE
KR70035C,clip,20,1,1,EPX,black,height,height,clip_height_mm,height_height,EPX_black,KR70035C_20,-63,0,8,7.684879476,-0.315120524,63,TRUE
KR70035C,clip,20,1,1,EPX,black,inner,length,clip_inner_length_mm_c,inner_length,EPX_black,KR70035C_20,-63,0,6.3,6.278024329,-0.021975671,63,TRUE
KR70035C,clip,20,1,1,EPX,black,outer,dia,clip_outer_dia_mm_c,outer_dia,EPX_black,KR70035C_20,-63,0,4,4.028165997,0.028165997,63,TRUE
KR70035C,clip,20,1,1,EPX,black,outer,thick,clip_thick_mm_a,outer_thick,EPX_black,KR70035C_20,-63,0,1,0.954081062,-0.045918938,63,TRUE
KR70035C,clip,20,1,1,EPX,black,outer,thick,clip_thick_mm_b,outer_thick,EPX_black,KR70035C_20,-63,0,6,5.952799045,-0.047200955,63,TRUE
KR70035C,clip,21,1,1,EPX,black,height,height,clip_height_mm,height_height,EPX_black,KR70035C_21,-42,0,8,7.729450838,-0.270549162,42,TRUE
KR70035C,clip,21,1,1,EPX,black,inner,length,clip_inner_length_mm_c,inner_length,EPX_black,KR70035C_21,-42,0,6.3,6.238294901,-0.061705099,42,TRUE
KR70035C,clip,21,1,1,EPX,black,outer,dia,clip_outer_dia_mm_c,outer_dia,EPX_black,KR70035C_21,-42,0,4,3.986710991,-0.013289009,42,TRUE
KR70035C,clip,21,1,1,EPX,black,outer,thick,clip_thick_mm_a,outer_thick,EPX_black,KR70035C_21,-42,0,1,0.931233903,-0.068766097,42,TRUE
KR70035C,clip,21,1,1,EPX,black,outer,thick,clip_thick_mm_b,outer_thick,EPX_black,KR70035C_21,-42,0,6,5.959859977,-0.040140023,42,TRUE
KR70035C,clip,28,1,1,EPX,black,height,height,clip_height_mm,height_height,EPX_black,KR70035C_28,-84,-24,8,7.672582798,-0.327417202,87.36131867,TRUE
KR70035C,clip,28,1,1,EPX,black,inner,length,clip_inner_length_mm_c,inner_length,EPX_black,KR70035C_28,-84,-24,6.3,6.154835671,-0.145164329,87.36131867,TRUE
KR70035C,clip,28,1,1,EPX,black,outer,dia,clip_outer_dia_mm_c,outer_dia,EPX_black,KR70035C_28,-84,-24,4,4.130749719,0.130749719,87.36131867,TRUE
KR70035C,clip,28,1,1,EPX,black,outer,thick,clip_thick_mm_a,outer_thick,EPX_black,KR70035C_28,-84,-24,1,0.996264427,-0.003735573,87.36131867,TRUE
KR70035C,clip,28,1,1,EPX,black,outer,thick,clip_thick_mm_b,outer_thick,EPX_black,KR70035C_28,-84,-24,6,6.112761011,0.112761011,87.36131867,TRUE
KR70035C,clip,29,1,1,EPX,black,height,height,clip_height_mm,height_height,EPX_black,KR70035C_29,-63,-24,8,7.637673851,-0.362326149,67.41661516,TRUE
KR70035C,clip,29,1,1,EPX,black,inner,length,clip_inner_length_mm_c,inner_length,EPX_black,KR70035C_29,-63,-24,6.3,6.094731966,-0.205268034,67.41661516,TRUE
KR70035C,clip,29,1,1,EPX,black,outer,dia,clip_outer_dia_mm_c,outer_dia,EPX_black,KR70035C_29,-63,-24,4,4.019734376,0.019734376,67.41661516,TRUE
KR70035C,clip,29,1,1,EPX,black,outer,thick,clip_thick_mm_a,outer_thick,EPX_black,KR70035C_29,-63,-24,1,1.020867145,0.020867145,67.41661516,TRUE
KR70035C,clip,29,1,1,EPX,black,outer,thick,clip_thick_mm_b,outer_thick,EPX_black,KR70035C_29,-63,-24,6,6.1128698,0.1128698,67.41661516,TRUE
KR70035C,clip,30,1,1,EPX,black,height,height,clip_height_mm,height_height,EPX_black,KR70035C_30,-42,-24,8,7.656812984,-0.343187016,48.37354649,TRUE
KR70035C,clip,30,1,1,EPX,black,inner,length,clip_inner_length_mm_c,inner_length,EPX_black,KR70035C_30,-42,-24,6.3,6.211821873,-0.088178127,48.37354649,TRUE
KR70035C,clip,30,1,1,EPX,black,outer,dia,clip_outer_dia_mm_c,outer_dia,EPX_black,KR70035C_30,-42,-24,4,4.030976466,0.030976466,48.37354649,TRUE
KR70035C,clip,30,1,1,EPX,black,outer,thick,clip_thick_mm_a,outer_thick,EPX_black,KR70035C_30,-42,-24,1,0.95936726,-0.04063274,48.37354649,TRUE
KR70035C,clip,30,1,1,EPX,black,outer,thick,clip_thick_mm_b,outer_thick,EPX_black,KR70035C_30,-42,-24,6,5.989765452,-0.010234548,48.37354649,TRUE
KR70035C,clip,37,1,1,EPX,black,height,height,clip_height_mm,height_height,EPX_black,KR70035C_37,-84,-48,8,7.718702705,-0.281297295,96.74709298,TRUE
KR70035C,clip,37,1,1,EPX,black,inner,length,clip_inner_length_mm_c,inner_length,EPX_black,KR70035C_37,-84,-48,6.3,6.076677223,-0.223322777,96.74709298,TRUE
KR70035C,clip,37,1,1,EPX,black,outer,dia,clip_outer_dia_mm_c,outer_dia,EPX_black,KR70035C_37,-84,-48,4,4.243872753,0.243872753,96.74709298,TRUE
KR70035C,clip,37,1,1,EPX,black,outer,thick,clip_thick_mm_a,outer_thick,EPX_black,KR70035C_37,-84,-48,1,1.063043506,0.063043506,96.74709298,TRUE
KR70035C,clip,37,1,1,EPX,black,outer,thick,clip_thick_mm_b,outer_thick,EPX_black,KR70035C_37,-84,-48,6,6.164070876,0.164070876,96.74709298,TRUE
KR70035C,clip,38,1,1,EPX,black,height,height,clip_height_mm,height_height,EPX_black,KR70035C_38,-63,-48,8,7.602340217,-0.397659783,79.20227269,TRUE
KR70035C,clip,38,1,1,EPX,black,inner,length,clip_inner_length_mm_c,inner_length,EPX_black,KR70035C_38,-63,-48,6.3,6.070237021,-0.229762979,79.20227269,TRUE
KR70035C,clip,38,1,1,EPX,black,outer,dia,clip_outer_dia_mm_c,outer_dia,EPX_black,KR70035C_38,-63,-48,4,4.147612746,0.147612746,79.20227269,TRUE
KR70035C,clip,38,1,1,EPX,black,outer,thick,clip_thick_mm_a,outer_thick,EPX_black,KR70035C_38,-63,-48,1,1.084339263,0.084339263,79.20227269,TRUE
KR70035C,clip,38,1,1,EPX,black,outer,thick,clip_thick_mm_b,outer_thick,EPX_black,KR70035C_38,-63,-48,6,6.110959771,0.110959771,79.20227269,TRUE
KR70035C,clip,39,1,1,EPX,black,height,height,clip_height_mm,height_height,EPX_black,KR70035C_39,-42,-48,8,7.623435068,-0.376564932,63.78087488,TRUE
KR70035C,clip,39,1,1,EPX,black,inner,length,clip_inner_length_mm_c,inner_length,EPX_black,KR70035C_39,-42,-48,6.3,6.086875033,-0.213124967,63.78087488,TRUE
KR70035C,clip,39,1,1,EPX,black,outer,dia,clip_outer_dia_mm_c,outer_dia,EPX_black,KR70035C_39,-42,-48,4,4.006384487,0.006384487,63.78087488,TRUE
KR70035C,clip,39,1,1,EPX,black,outer,thick,clip_thick_mm_a,outer_thick,EPX_black,KR70035C_39,-42,-48,1,1.052519979,0.052519979,63.78087488,TRUE
KR70035C,clip,39,1,1,EPX,black,outer,thick,clip_thick_mm_b,outer_thick,EPX_black,KR70035C_39,-42,-48,6,6.217566725,0.217566725,63.78087488,TRUE
KR70035C,plug,4,1,1,EPX,black,center,dist_length,plug_dist_mm_a,center_dist_length,EPX_black,KR70035C_4,-21,48,6.2,6.137530372,-0.062469628,52.39274759,TRUE
KR70035C,plug,4,1,1,EPX,black,height,height,plug_height_mm,height_height,EPX_black,KR70035C_4,-21,48,8,7.697177108,-0.302822892,52.39274759,TRUE
KR70035C,plug,4,1,1,EPX,black,inner,dia,plug_inner_dia_mm_c,inner_dia,EPX_black,KR70035C_4,-21,48,14,13.8572283,-0.1427717,52.39274759,TRUE
KR70035C,plug,4,1,1,EPX,black,outer,length,plug_length_mm_a,outer_length,EPX_black,KR70035C_4,-21,48,12,11.84003056,-0.159969443,52.39274759,TRUE
KR70035C,plug,4,1,1,EPX,black,outer,rad_thick,plug_delta_rad_mm_a,outer_rad_thick,EPX_black,KR70035C_4,-21,48,2,1.97684375,-0.02315625,52.39274759,TRUE
KR70035C,plug,5,1,1,EPX,black,center,dist_length,plug_dist_mm_a,center_dist_length,EPX_black,KR70035C_5,0,48,6.2,6.151525659,-0.048474341,48,TRUE
